epoch,train_loss,val_loss,val_accuracy,time_seconds,memory_allocated_mb,memory_reserved_mb
1,0.09611178466415692,0.05884397878121077,0.9751555555555556,14.242711782455444,90.24560546875,232.0
2,0.05870441711206377,0.0418457040399186,0.9827555555555556,12.549261093139648,90.24560546875,228.0
3,0.0497937965356347,0.04078128424457232,0.9832888888888889,12.772194862365723,90.24560546875,228.0
4,0.046875783425243886,0.044997581162368246,0.9819555555555556,12.762132406234741,90.24560546875,228.0
5,0.04533319355655203,0.038822152630679986,0.9836444444444444,12.528783559799194,90.24560546875,228.0
6,0.043103849854491116,0.035734007417473054,0.9850666666666666,12.631906270980835,90.24560546875,228.0
7,0.040863663325906886,0.036828675405889626,0.9845555555555555,12.635700702667236,90.24560546875,228.0
8,0.039380458292694924,0.039000138645364626,0.9837333333333333,12.688920259475708,90.24560546875,228.0
9,0.03844206438912476,0.03549835024287776,0.9851777777777778,12.540459871292114,90.24560546875,228.0
10,0.03653211567928236,0.032456622714314355,0.986,12.592069864273071,90.24560546875,228.0
11,0.036388550157691955,0.03200671736902388,0.9863333333333333,12.624204158782959,90.24560546875,228.0
12,0.035748237832473495,0.032288694053105166,0.9870444444444444,12.597011804580688,90.24560546875,228.0
13,0.03513933657684138,0.0357683544795939,0.986,12.663664102554321,90.24560546875,228.0
14,0.03432367888382409,0.03563817110592605,0.9857777777777778,12.61353325843811,90.24560546875,228.0
15,0.03477400170074745,0.033648068653829716,0.9862222222222222,13.581226587295532,90.24560546875,228.0
16,0.03359833646393713,0.032632927964269504,0.9868,12.600246667861938,90.24560546875,228.0
17,0.03307260887887888,0.03230353131584707,0.9862,12.559789180755615,90.24560546875,228.0
18,0.0324691393771118,0.039869417177132244,0.9859333333333333,12.632093667984009,90.24560546875,228.0
19,0.03279560554279854,0.034331013449528575,0.9863333333333333,12.893800497055054,90.24560546875,228.0
20,0.033972109841941336,0.032515268938864625,0.9843333333333333,13.039620161056519,90.24560546875,228.0
