accuracy,precision,recall,f1,fpr,evaluation_time,memory_change,tn,fp,fn,tp
0.9884166666666667,0.9860645997623421,0.9553113553113554,0.9704443971932809,0.003355442840421381,0.701984167098999,0.55078125,38316,129,427,9128
