accuracy,precision,recall,f1,fpr,evaluation_time,memory_change,tn,fp,fn,tp
0.9898333333333333,0.9896095373509789,0.9583730537019384,0.9737408523461042,0.002463756840167017,0.7889134883880615,5.37890625,38464,95,393,9048
