accuracy,precision,recall,f1,fpr,evaluation_time,memory_change,tn,fp,fn,tp
0.987,0.9864527629233512,0.9463064295485636,0.9659626461860709,0.003146737330241802,0.4865872859954834,0.74609375,24076,76,314,5534
